custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
6441-FJUWZQ-7G8,3.00,4.00,0.00,37.00,4.00,August,11.00,1.00,1.00,1.00,2.00,2.00,0.00,29.00,3.37,2.00,15.70,3.32,1.20,1.23,0.21,1.00,3.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,10.00,3.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,5.00,3.00,29.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,5.00,1.00,2.00,1.00,12.00,4.00,4.00,2.00,2.00,0.00,11.00,4.00,17.00,556.61,7.00,187.47,1.00,1.00,39.00,0.00,13.10,2.57,504.45,6.22,1.00,28.50,3.35,1028.10,6.94,1.00,43.50,3.77,1663.95,7.42,1.00,10.50,2.35,380.00,5.94,1.00,31.50,3.45,1199.20,7.09,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,21.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
7634-AVNEXZ-7AG,1.00,3.00,0.00,39.00,4.00,October,12.00,2.00,1.00,0.00,5.00,2.00,0.00,130.00,4.87,5.00,11.30,4.69,1.54,10.00,2.30,0.00,5.00,1.00,14.00,2.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,1.00,12.00,3.00,2.00,1.00,0.00,49.20,3.00,1.00,0.00,1.00,1.00,32.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,1.00,2.00,2.00,3.00,2.00,2.00,0.00,1.00,1.00,12.00,453.74,5.00,245.14,0.00,1.00,6.00,0.00,1.50,0.41,11.15,2.41,1.00,13.25,2.58,93.00,4.53,0.00,0.00,#NULL!,0.00,#NULL!,1.00,24.50,3.20,140.00,4.94,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,32.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2041-PNMGHX-TXJ,4.00,3.00,1.00,73.00,6.00,November,14.00,2.00,3.00,0.00,28.00,5.00,1.00,69.00,4.23,3.00,14.80,1.16,0.15,9.05,2.20,0.00,3.00,1.00,15.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,38.00,5.00,1.00,1.00,1.00,22.80,2.00,1.00,0.00,1.00,1.00,27.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,5.00,0.00,0.00,0.00,2.00,2.00,3.00,0.00,32.00,5.00,3.00,2.00,4.00,1.00,24.00,5.00,6.00,212.67,2.00,80.44,0.00,3.00,62.00,0.00,25.45,3.24,1565.60,7.36,1.00,17.75,2.88,1031.40,6.94,1.00,47.15,3.85,2874.15,7.96,1.00,10.00,2.30,595.00,6.39,1.00,53.20,3.97,3245.60,8.09,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,22.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
4626-BQZAUJ-V9K,5.00,4.00,1.00,26.00,3.00,June,16.00,3.00,2.00,0.00,0.00,1.00,0.00,24.00,3.18,1.00,11.70,1.30,0.26,1.51,0.41,1.00,2.00,1.00,17.00,4.00,6.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,2.00,4.00,0.00,0.00,9.80,1.00,0.00,0.00,1.00,1.00,27.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,6.00,1.00,1.00,0.00,4.00,1.00,1.00,1.00,8.00,3.00,1.00,2.00,3.00,0.00,4.00,2.00,14.00,447.67,5.00,101.00,1.00,3.00,26.00,1.00,5.80,1.76,149.40,5.01,0.00,0.00,#NULL!,0.00,#NULL!,1.00,27.05,3.30,728.55,6.59,1.00,5.50,1.70,145.00,4.98,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,17.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
2969-ODPCDX-5DC,2.00,1.00,1.00,24.00,2.00,April,17.00,4.00,6.00,0.00,1.00,1.00,0.00,29.00,3.37,2.00,14.00,1.39,0.33,2.67,0.98,1.00,1.00,0.00,-1.00,-1.00,1.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,11.00,1.00,1.00,4.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,10.00,5.00,14.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,9.00,6.00,0.00,1.00,1.00,4.00,1.00,4.00,0.00,5.00,2.00,3.00,3.00,1.00,0.00,5.00,2.00,11.00,279.95,1.00,24.55,1.00,1.00,11.00,1.00,3.95,1.37,42.40,3.75,0.00,0.00,#NULL!,0.00,#NULL!,1.00,19.65,2.98,172.75,5.15,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,13.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
4974-FUBHDF-Z7L,3.00,1.00,1.00,77.00,6.00,May,15.00,3.00,1.00,0.00,26.00,5.00,1.00,11.00,2.40,1.00,10.20,0.26,-1.36,0.87,-0.14,0.00,5.00,0.00,-1.00,-1.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,57.00,5.00,2.00,1.00,0.00,3.10,1.00,0.00,0.00,1.00,1.00,21.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,2.00,1.00,1.00,0.00,2.00,1.00,1.00,0.00,39.00,5.00,4.00,4.00,1.00,0.00,30.00,5.00,10.00,194.95,5.00,107.06,1.00,2.00,72.00,0.00,89.45,4.49,6495.70,8.78,1.00,75.50,4.32,5310.55,8.58,0.00,0.00,#NULL!,0.00,#NULL!,1.00,40.75,3.71,2865.00,7.96,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,23.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
2525-OSULNV-0KS,5.00,3.00,0.00,36.00,4.00,March,19.00,4.00,1.00,1.00,3.00,2.00,0.00,30.00,3.40,2.00,15.50,0.41,-0.88,4.24,1.44,0.00,4.00,0.00,-1.00,-1.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,3.00,16.00,4.00,3.00,1.00,0.00,13.10,1.00,0.00,1.00,1.00,1.00,24.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,0.00,10.00,3.00,2.00,1.00,4.00,0.00,11.00,4.00,11.00,300.97,6.00,178.90,0.00,3.00,37.00,0.00,6.70,1.90,233.85,5.45,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,15.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
4973-FHPBZQ-AAA,3.00,5.00,0.00,55.00,5.00,December,14.00,2.00,3.00,0.00,23.00,5.00,0.00,80.00,4.38,4.00,6.50,0.03,-3.47,5.17,1.64,0.00,5.00,0.00,-1.00,-1.00,1.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,3.00,27.00,5.00,4.00,1.00,0.00,35.00,2.00,0.00,1.00,1.00,1.00,25.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,6.00,0.00,0.00,0.00,2.00,4.00,3.00,1.00,21.00,5.00,4.00,3.00,2.00,0.00,17.00,5.00,11.00,394.02,3.00,71.41,0.00,1.00,47.00,0.00,12.25,2.51,524.40,6.26,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,22.25,3.10,1000.00,6.91,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,25.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
4726-RQKGNB-WAK,2.00,2.00,1.00,60.00,5.00,March,18.00,4.00,1.00,0.00,13.00,4.00,0.00,51.00,3.93,3.00,7.80,1.21,0.19,2.77,1.02,0.00,5.00,1.00,13.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,27.00,5.00,2.00,1.00,0.00,25.20,2.00,0.00,1.00,1.00,1.00,26.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,6.00,1.00,1.00,0.00,4.00,2.00,2.00,0.00,38.00,5.00,2.00,4.00,3.00,1.00,29.00,5.00,9.00,112.47,2.00,44.52,1.00,3.00,71.00,0.00,36.35,3.59,2586.85,7.86,1.00,51.25,3.94,3624.85,8.20,1.00,55.15,4.01,4064.25,8.31,1.00,28.50,3.35,2090.00,7.64,1.00,55.80,4.02,3819.50,8.25,1.00,1.00,1.00,4.00,0.00,0.00,1.00,0.00,1.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00
6592-QBSENI-6Y4,1.00,1.00,1.00,59.00,5.00,February,8.00,1.00,2.00,1.00,4.00,2.00,0.00,30.00,3.40,2.00,2.80,0.26,-1.34,0.58,-0.55,0.00,5.00,1.00,10.00,1.00,4.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,4.00,3.00,15.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,1.00,1.00,0.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,11.00,342.17,4.00,101.97,0.00,1.00,3.00,0.00,5.50,1.70,19.35,2.96,1.00,19.75,2.98,52.60,3.96,0.00,0.00,#NULL!,0.00,#NULL!,1.00,30.00,3.40,45.00,3.81,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,29.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5538-DRGHIE-PF0,1.00,1.00,0.00,28.00,3.00,October,11.00,1.00,2.00,1.00,1.00,1.00,0.00,17.00,2.83,1.00,8.20,0.15,-1.89,1.24,0.22,1.00,2.00,1.00,14.00,2.00,6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,2.00,3.00,1.00,0.00,8.20,1.00,0.00,0.00,1.00,1.00,23.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,1.00,0.00,1.00,3.00,1.00,2.00,0.00,7.00,3.00,5.00,4.00,1.00,0.00,6.00,3.00,10.00,381.14,2.00,73.22,1.00,3.00,16.00,0.00,7.85,2.06,116.30,4.76,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,30.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
3550-PQUPPM-42T,3.00,3.00,0.00,53.00,5.00,August,20.00,5.00,2.00,0.00,11.00,4.00,0.00,141.00,4.95,5.00,9.90,9.59,2.26,4.37,1.47,0.00,5.00,1.00,17.00,4.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,20.00,4.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,10.00,5.00,23.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,9.00,6.00,1.00,1.00,1.00,4.00,2.00,1.00,0.00,13.00,4.00,1.00,4.00,3.00,0.00,8.00,3.00,11.00,445.90,3.00,198.77,0.00,3.00,36.00,1.00,3.40,1.22,122.00,4.80,1.00,29.00,3.37,1042.40,6.95,1.00,49.25,3.90,1693.60,7.43,1.00,22.25,3.10,790.00,6.67,1.00,61.25,4.11,2209.20,7.70,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
9809-NBCXAS-1RB,4.00,5.00,0.00,36.00,4.00,August,12.00,2.00,2.00,0.00,5.00,2.00,0.00,45.00,3.81,2.00,8.30,0.89,-0.12,2.85,1.05,1.00,4.00,0.00,-1.00,-1.00,2.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,2.00,3.00,1.00,0.00,21.20,2.00,1.00,0.00,1.00,1.00,26.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,2.00,1.00,0.00,1.00,4.00,1.00,1.00,0.00,13.00,4.00,1.00,1.00,2.00,0.00,11.00,4.00,13.00,461.15,9.00,305.70,0.00,3.00,38.00,0.00,6.75,1.91,244.70,5.50,0.00,0.00,#NULL!,0.00,#NULL!,1.00,27.40,3.31,1123.60,7.02,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,29.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
8733-EDAXNE-8DV,3.00,1.00,0.00,47.00,4.00,February,20.00,5.00,5.00,0.00,17.00,5.00,0.00,137.00,4.92,5.00,13.70,3.30,1.19,15.47,2.74,0.00,4.00,1.00,19.00,4.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,20.00,4.00,1.00,1.00,1.00,78.10,3.00,0.00,0.00,8.00,4.00,21.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,7.00,0.00,1.00,1.00,1.00,4.00,1.00,0.00,29.00,5.00,4.00,2.00,3.00,0.00,27.00,5.00,8.00,416.12,8.00,558.23,0.00,3.00,69.00,0.00,22.05,3.09,1473.30,7.30,0.00,0.00,#NULL!,0.00,#NULL!,1.00,44.85,3.80,2973.00,8.00,1.00,28.25,3.34,1885.00,7.54,1.00,36.45,3.60,2475.25,7.81,1.00,1.00,1.00,3.00,0.00,1.00,0.00,0.00,1.00,1.00,22.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00
8170-YHWTSQ-825,5.00,2.00,0.00,75.00,6.00,April,11.00,1.00,2.00,0.00,2.00,2.00,1.00,10.00,2.30,1.00,2.40,0.04,-3.25,0.20,-1.60,0.00,2.00,0.00,-1.00,-1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,35.00,5.00,1.00,1.00,0.00,4.90,1.00,1.00,0.00,5.00,3.00,24.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,9.00,3.00,0.00,0.00,0.00,4.00,3.00,4.00,0.00,23.00,5.00,2.00,2.00,2.00,0.00,15.00,4.00,17.00,197.27,4.00,65.47,0.00,2.00,46.00,0.00,19.80,2.99,884.75,6.79,1.00,24.75,3.21,1058.00,6.96,0.00,0.00,#NULL!,0.00,#NULL!,1.00,14.00,2.64,640.00,6.46,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,21.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
1144-GVCZDP-8DV,2.00,3.00,1.00,49.00,4.00,February,22.00,5.00,1.00,1.00,3.00,2.00,0.00,73.00,4.29,3.00,9.20,1.44,0.36,5.28,1.66,0.00,3.00,1.00,20.00,5.00,5.00,13.00,2.00,0.00,0.00,0.00,0.00,0.00,11.00,1.00,1.00,20.00,4.00,1.00,1.00,1.00,33.90,2.00,1.00,0.00,5.00,3.00,19.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,9.00,4.00,0.00,0.00,1.00,4.00,4.00,3.00,1.00,13.00,4.00,2.00,3.00,3.00,0.00,13.00,4.00,4.00,78.22,1.00,21.39,1.00,1.00,31.00,1.00,7.00,1.95,238.00,5.47,1.00,19.50,2.97,598.55,6.39,1.00,57.25,4.05,1740.25,7.46,0.00,0.00,#NULL!,0.00,#NULL!,1.00,62.30,4.13,1879.25,7.54,1.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,22.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
8846-JJEGFU-I69,1.00,1.00,1.00,59.00,5.00,May,13.00,2.00,1.00,0.00,15.00,4.00,0.00,63.00,4.14,3.00,6.00,0.59,-0.52,3.19,1.16,0.00,3.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,25.00,4.00,1.00,1.00,0.00,36.20,2.00,1.00,0.00,1.00,1.00,16.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,1.00,0.00,0.00,4.00,2.00,3.00,0.00,13.00,4.00,3.00,3.00,4.00,0.00,15.00,4.00,9.00,283.59,3.00,155.47,0.00,1.00,41.00,0.00,13.00,2.56,479.00,6.17,1.00,19.25,2.96,775.60,6.65,0.00,0.00,#NULL!,0.00,#NULL!,1.00,9.00,2.20,330.00,5.80,1.00,19.35,2.96,764.35,6.64,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,13.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00
4226-TEHKPJ-GKG,1.00,2.00,1.00,55.00,5.00,September,12.00,2.00,3.00,0.00,10.00,3.00,0.00,50.00,3.91,3.00,5.10,1.09,0.08,1.46,0.38,0.00,2.00,1.00,11.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,32.00,5.00,2.00,1.00,0.00,31.80,2.00,0.00,0.00,1.00,1.00,21.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,1.00,0.00,0.00,1.00,1.00,3.00,0.00,22.00,5.00,3.00,1.00,4.00,0.00,15.00,4.00,11.00,501.11,2.00,63.31,0.00,2.00,49.00,0.00,9.30,2.23,465.50,6.14,1.00,53.50,3.98,2663.30,7.89,0.00,0.00,#NULL!,0.00,#NULL!,1.00,42.00,3.74,2060.00,7.63,0.00,0.00,#NULL!,0.00,#NULL!,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,29.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
9714-LCYJJB-SCS,5.00,2.00,0.00,25.00,3.00,April,14.00,2.00,1.00,0.00,1.00,1.00,0.00,50.00,3.91,3.00,10.50,1.22,0.20,4.03,1.39,1.00,2.00,0.00,-1.00,-1.00,5.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,8.00,4.00,15.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,9.00,5.00,0.00,0.00,1.00,4.00,4.00,4.00,0.00,7.00,3.00,2.00,1.00,1.00,0.00,7.00,3.00,11.00,391.97,4.00,166.43,1.00,1.00,46.00,0.00,14.45,2.67,659.35,6.49,0.00,0.00,#NULL!,0.00,#NULL!,1.00,29.75,3.39,1319.50,7.19,1.00,26.50,3.28,1150.00,7.05,0.00,0.00,#NULL!,0.00,#NULL!,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,22.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
2866-TTOTKL-TA7,5.00,4.00,0.00,78.00,6.00,September,11.00,1.00,3.00,0.00,30.00,5.00,1.00,28.00,3.33,2.00,9.80,1.64,0.49,1.11,0.10,0.00,5.00,1.00,15.00,3.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,3.00,36.00,5.00,2.00,1.00,0.00,15.80,1.00,1.00,0.00,4.00,3.00,34.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,4.00,0.00,1.00,1.00,2.00,3.00,2.00,0.00,14.00,4.00,5.00,1.00,1.00,1.00,12.00,4.00,5.00,163.72,7.00,227.41,0.00,2.00,31.00,0.00,5.00,1.61,133.35,4.89,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,10.75,2.37,295.00,5.69,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
7217-UECHSF-PCR,1.00,1.00,1.00,48.00,4.00,November,11.00,1.00,2.00,0.00,2.00,2.00,0.00,23.00,3.14,1.00,18.70,2.05,0.72,2.25,0.81,1.00,2.00,0.00,-1.00,-1.00,2.00,9.00,0.00,0.00,0.00,2.00,0.00,0.00,7.00,1.00,3.00,22.00,4.00,2.00,1.00,0.00,9.30,1.00,0.00,0.00,1.00,1.00,23.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,0.00,5.00,3.00,2.00,0.00,11.00,4.00,3.00,2.00,1.00,0.00,10.00,3.00,11.00,268.09,5.00,83.11,1.00,3.00,23.00,0.00,6.50,1.87,169.80,5.13,1.00,34.75,3.55,763.75,6.64,0.00,0.00,#NULL!,0.00,#NULL!,1.00,15.75,2.76,345.00,5.84,1.00,19.70,2.98,387.90,5.96,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,28.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
0197-AMEAYR-851,5.00,1.00,0.00,47.00,4.00,August,19.00,4.00,2.00,0.00,1.00,1.00,0.00,75.00,4.32,4.00,2.20,0.10,-2.28,1.55,0.44,0.00,4.00,1.00,21.00,5.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,24.00,4.00,1.00,1.00,1.00,46.10,3.00,1.00,0.00,3.00,2.00,22.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,1.00,1.00,4.00,0.00,15.00,4.00,4.00,4.00,4.00,0.00,12.00,4.00,14.00,333.68,5.00,136.67,0.00,3.00,21.00,1.00,6.15,1.82,141.25,4.95,0.00,0.00,#NULL!,0.00,#NULL!,1.00,26.35,3.27,516.30,6.25,1.00,13.75,2.62,290.00,5.67,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,19.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
1743-WAHPKT-DNW,5.00,1.00,0.00,75.00,6.00,February,10.00,1.00,2.00,0.00,11.00,4.00,0.00,28.00,3.33,2.00,3.30,0.39,-0.93,0.53,-0.64,0.00,2.00,1.00,10.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,13.00,3.00,1.00,1.00,0.00,13.80,1.00,0.00,0.00,4.00,3.00,20.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,6.00,1.00,1.00,0.00,1.00,2.00,2.00,0.00,3.00,2.00,3.00,2.00,4.00,0.00,6.00,3.00,10.00,453.52,6.00,163.55,0.00,2.00,16.00,0.00,4.30,1.46,75.00,4.32,1.00,22.50,3.11,368.30,5.91,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,12.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
9840-VEWFQZ-W5V,3.00,1.00,1.00,43.00,4.00,August,19.00,4.00,2.00,0.00,4.00,2.00,0.00,33.00,3.50,2.00,12.60,2.12,0.75,2.04,0.71,0.00,1.00,1.00,20.00,5.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,3.00,11.00,3.00,1.00,1.00,1.00,17.20,1.00,0.00,0.00,1.00,1.00,22.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,1.00,0.00,1.00,4.00,1.00,3.00,1.00,9.00,3.00,1.00,2.00,3.00,0.00,3.00,2.00,14.00,272.44,9.00,253.58,1.00,1.00,27.00,0.00,6.65,1.89,201.55,5.31,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,18.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
